Country,Airlines,Model Series,Region
United States,Ilfc,A320,North America
India,Indigo,A320,Asia-Pacific
Mexico,Interjet,A320,Latin America & Caribbean
United Arab Emirates,International Airfinancecorporation,A320,Middle East
United Arab Emirates,International Aviation Investments Trading L,A320,Middle East
Israel,Israir,A320,Middle East
United States,Jackson Square Aviation,A320,North America
Kuwait,Jazeera Airways,A320,Middle East
United States,Jetblue Airways,A320,North America
Chile,Jetsmart,A320,Latin America & Caribbean
China,Juneyao Airlines,A320,Asia-Pacific
Japan,Kawasaki Leasing International,A320,Asia-Pacific
India,Kingfisher Airlines,A320,Asia-Pacific
Kuwait,Kuwait Airways,A320,Middle East
Lao People'S Democratic Republic,Lao Airlines,A320,Asia-Pacific
Brazil,Latam Airlines Brasil,A320,Latin America & Caribbean
Chile,Latam Airlines Group,A320,Latin America & Caribbean
Libya,Libyan Airlines,A320,Africa
Indonesia,Lion Air,A320,Asia-Pacific
China,Loong Air,A320,Asia-Pacific
Egypt,Lotus Air,A320,Africa
Germany,Ltu,A320,Europe
Germany,Lufthansa,A320,Europe
United States,Macquarie Aircraft Leasing Ltd,A320,North America
Mexico,Mexicana,A320,Latin America & Caribbean
Lebanon,Middle East Airlines,A320,Middle East
United Kingdom,Monarch Airlines,A320,Europe
India,Nacil - Indian Airlines,A320,Asia-Pacific
United States,Nas Aviation Services,A320,North America
Nepal,Nepal Airlines,A320,Asia-Pacific
Austria,Niki,A320,Europe
United States,Northwest Airlines,A320,North America
Tunisia,Nouvelair,A320,Africa
Spain,Orbest Orizonia,A320,Europe
Japan,Orix Corporation,A320,Asia-Pacific
Viet Nam,Pacific Airlines,A320,Asia-Pacific
Japan,Peach,A320,Asia-Pacific
Philippines,Philippine Airlines,A320,Asia-Pacific
Australia,Qantas Airways,A320,Asia-Pacific
Qatar,Qatar Airways,A320,Middle East
China,Qingdao Airlines,A320,Asia-Pacific
Jordan,Royal Jordanian,A320,Middle East
Belgium,Sabena,A320,Europe
Saudi Arabia,Saudia,A320,Middle East
Saudi Arabia,Saudigulf Airlines,A320,Middle East
Singapore,Scoot,A320,Asia-Pacific
China,Shenzhen Airlines,A320,Asia-Pacific
Egypt,Shorouk Air,A320,Africa
China,Sichuan Airlines,A320,Asia-Pacific
Singapore,Silkair,A320,Asia-Pacific
Ireland,Smbc Aviation Capital,A320,Europe
South Africa,South African Airways,A320,Africa
Spain,Spanair,A320,Europe
United States,Spirit Airlines,A320,North America
China,Spring Airlines,A320,Asia-Pacific
Sri Lanka,Srilankan Airlines,A320,Asia-Pacific
Japan,Star Flyer,A320,Asia-Pacific
Sudan,Sudan Airways,A320,Africa
Denmark,Sunclass Airlines,A320,Europe
Switzerland,Swiss,A320,Europe
Switzerland,Swissair,A320,Europe
Brazil,Synergy Aerospace Corporation,A320,Latin America & Caribbean
Syrian Arab Republic,Syrianair,A320,Middle East
Portugal,Tap Air Portugal,A320,Europe
Thailand,Thai Airways,A320,Asia-Pacific
Germany,Thomas Cook Ag,A320,Europe
Bermuda,Three Twenty Holdings,A320,Latin America & Caribbean
China,Tibet Airlines,A320,Asia-Pacific
Australia,Tigerair Australia,A320,Asia-Pacific
"Taiwan, Republic Of China",Transasia Airways,A320,Asia-Pacific
Tunisia,Tunisair,A320,Africa
Turkey,Turkish Airlines,A320,Europe
United States,United Airlines,A320,North America
United States,Us Airways,A320,North America
Uzbekistan,Uzbekistan Airways,A320,Europe
Viet Nam,Vietjet Air,A320,Asia-Pacific
United States,Virgin America,A320,North America
Mexico,Viva Aerobus,A320,Latin America & Caribbean
Colombia,Viva Air Colombia,A320,Latin America & Caribbean
Mexico,Volaris,A320,Latin America & Caribbean
Spain,Vueling,A320,Europe
Hungary,Wizz Air,A320,Europe
Yemen,Yemenia,A320,Middle East
Greece,Aegean Airlines,A320,Europe
Ireland,Aer Lingus,A320,Europe
Timor-Leste,Aero Dili,A320,Asia-Pacific
Russian Federation,Aeroflot Russian Airlines,A320,Europe
"Korea, Republic Of",Aero K,A320,Asia-Pacific
Kyrgyzstan,Aero Nomad,A320,Europe
"Germany	",Aerro Direkt,A320,Europe
Libya,Afriqiyah Airways,A320,Africa
Albania,Air Albania,A320,Europe
United Arab Emirates,Air Arabia,A320,Middle East
United Arab Emirates,Air Arabia Abu Dhabi,A320,Middle East
Egypt,Air Arabia Egypt,A320,Africa
Jordan,Air Arabia Jordan,A320,Middle East
Morocco,Air Arabia Maroc,A320,Africa
Malaysia,Airasia,A320,Asia-Pacific
Kazakhstan,Air Astana,A320,Europe
Pakistan,Airblue,A320,Asia-Pacific
"Korea, Republic Of",Air Busan,A320,Asia-Pacific
Egypt,Air Cairo,A320,Africa
Canada,Air Canada,A320,North America
China,Air China,A320,Asia-Pacific
France,Air Corsica,A320,Europe
Cã”Te D'Ivoire,Air Cote D'Ivoire,A320,Africa
France,Air France,A320,Europe
China,Air Guilin,A320,Asia-Pacific
Malta,Airhub Airlines,A320,Europe
India,Air India,A320,Asia-Pacific
Macao,Air Macau,A320,Asia-Pacific
Malta,Air Malta,A320,Europe
Moldova,Air Moldova,A320,Europe
New Zealand,Air New Zealand,A320,Asia-Pacific
Serbia,Air Serbia,A320,Europe
Pakistan,Air Sial,A320,Asia-Pacific
China,Air Travel,A320,Asia-Pacific
India,Aix Connect,A320,Asia-Pacific
United States,Alaska Airlines,A320,North America
United States,Allegiant Air,A320,North America
Egypt,Almasria Universal Airlines,A320,Africa
Egypt,Amc Airlines,A320,Africa
United States,American Airlines,A320,North America
Romania,Animawings,A320,Europe
Aruba,Aruba Airlines,A320,Latin America & Caribbean
"Korea, Republic Of",Asiana Airlines,A320,Asia-Pacific
"Iran, Islamic Republic Of",Ata Airlines,A320,Middle East
Faroe Islands,Atlantic Airways,A320,Europe
Austria,Austrian Airlines,A320,Europe
Colombia,Avianca,A320,Latin America & Caribbean
Ecuador,Avianca Ecuador,A320,Latin America & Caribbean
El Salvador,Avianca El Salvador,A320,Latin America & Caribbean
Kyrgyzstan,Avia Traffic Company,A320,Europe
Lithuania,Avion Express,A320,Europe
Malta,Avion Express Malta,A320,Europe
Azerbaijan,Azerbaijan Airlines,A320,Europe
Portugal,Azores Airlines,A320,Europe
Viet Nam,Bamboo Airways,A320,Asia-Pacific
Thailand,Bangkok Airways,A320,Asia-Pacific
Cambodia,Bassaka Air,A320,Asia-Pacific
Indonesia,Batik Air,A320,Asia-Pacific
China,Beijing Capital Airlines,A320,Asia-Pacific
Kazakhstan,Berkut,A320,Europe
Libya,Berniq Airways,A320,Africa
Bulgaria,Bh Air,A320,Europe
United Kingdom,British Airways,A320,Europe
Belgium,Brussels Airlines,A320,Europe
Bulgaria,Bul Air,A320,Europe
Bulgaria,Bulgaria Air,A320,Europe
Cambodia,Cambodia Airways,A320,Asia-Pacific
Cambodia,Cambodia Angkor Air,A320,Asia-Pacific
Hong Kong,Cathay Dragon,A320,Asia-Pacific
Philippines,Cebu Pacific,A320,Asia-Pacific
Switzerland,Chair Airlines,A320,Europe
Syrian Arab Republic,Cham Wings Airlines,A320,Middle East
China,Chengdu Airlines,A320,Asia-Pacific
China,China Eastern Airlines,A320,Asia-Pacific
China,China Express Airlines (Huaxia Airlines),A320,Asia-Pacific
China,China Southern Airlines,A320,Asia-Pacific
China,Chongqing Airlines,A320,Asia-Pacific
Indonesia,Citilink,A320,Asia-Pacific
Germany,Condor,A320,Europe
"Congo, The Democratic Republic",Congo Airways,A320,Africa
Croatia,Croatia Airlines,A320,Europe
Libya,Crown Airlines,A320,Africa
Czech Republic,Csa - Czech Airlines,A320,Europe
Cyprus,Cyprus Airways,A320,Europe
Romania,Dan Air,A320,Europe
Lithuania,Dat Lt,A320,Europe
United States,Delta Air Lines,A320,North America
United Kingdom,Easyjet,A320,Europe
Switzerland,Edelweiss Air,A320,Europe
Egypt,Egyptair,A320,Africa
Bulgaria,Electra Airways,A320,Europe
United Arab Emirates,Etihad Airways,A320,Middle East
Bulgaria,European Air Charter,A320,Europe
Germany,Eurowings,A320,Europe
Germany,Eurowings Discover,A320,Europe
Austria,Eurowings Europe,A320,Europe
Malta,Eurowings Europe Malta,A320,Europe
Finland,Finnair,A320,Europe
Sri Lanka,Fits Aviation,A320,Asia-Pacific
Bulgaria,Fly2Sky,A320,Europe
Saudi Arabia,Flyadeal,A320,Middle East
Croatia,Fly Air 41 Airways,A320,Europe
Armenia,Fly Arna,A320,Europe
"Congo, The Democratic Republic",Flycaa Compagnie Africaine D'Aviation,A320,Africa
Pakistan,Fly Jinnah,A320,Asia-Pacific
Romania,Fly Lili,A320,Europe
Saudi Arabia,Flynas,A320,Middle East
Moldova,Flyone,A320,Europe
Romania,Fly One Airlines,A320,Europe
Turkey,Freebird Airlines,A320,Europe
Malta,Freebird Europe,A320,Europe
Kenya,Freedom Airline Express,A320,Africa
United States,Frontier Airlines,A320,North America
Germany,Germanwings,A320,Europe
Lithuania,Getjet Airlines,A320,Europe
Latvia,Getjet Airlines Latvia,A320,Europe
South Africa,Global Airways,A320,Africa
United States,Global Crossing Airlines,A320,North America
India,Go First,A320,Asia-Pacific
Spain,Gowair,A320,Europe
China,Guangxi Beibu Gulf Airlines,A320,Asia-Pacific
Bahrain,Gulf Air,A320,Middle East
Lithuania,Heston Airlines,A320,Europe
Nepal,Himalaya Airlines,A320,Asia-Pacific
Romania,Hisky Europe,A320,Europe
Hong Kong,Hk Express,A320,Asia-Pacific
Hong Kong,Hong Kong Airlines,A320,Asia-Pacific
Spain,Iberia,A320,Europe
Spain,Iberia Express,A320,Europe
Spain,Iberojet,A320,Europe
India,Indigo,A320,Asia-Pacific
"Iran, Islamic Republic Of",Iran Air,A320,Middle East
"Iran, Islamic Republic Of",Iran Air Tours,A320,Middle East
"Iran, Islamic Republic Of",Iran Aseman Airline,A320,Middle East
Iraq,Iraqi Airways,A320,Middle East
Israel,Israir,A320,Middle East
Italy,Ita Airways,A320,Europe
Brazil,Itapemirim Transportes Aereos,A320,Latin America & Caribbean
Kuwait,Jazeera Airways,A320,Middle East
Cambodia,Jc (Cambodia) International Airlines,A320,Asia-Pacific
United States,Jetblue Airways,A320,North America
Canada,Jetlines,A320,North America
Chile,Jetsmart,A320,Latin America & Caribbean
Argentina,Jetsmart Argentina,A320,Latin America & Caribbean
Australia,Jetstar Airways,A320,Asia-Pacific
Singapore,Jetstar Asia,A320,Asia-Pacific
Japan,Jetstar Japan,A320,Asia-Pacific
Jordan,Jordan Aviation,A320,Middle East
China,Juneyao Airlines,A320,Asia-Pacific
Kuwait,Kuwait Airways,A320,Middle East
Cambodia,Lanmei Airlines,A320,Asia-Pacific
Lao People'S Democratic Republic,Lao Airlines,A320,Asia-Pacific
Chile,Latam Airlines Group,A320,Latin America & Caribbean
Malta,Lauda Europe,A320,Europe
Germany,Leav Aviation,A320,Europe
Libya,Libyan Airlines,A320,Africa
China,Longjiang Airlines,A320,Asia-Pacific
China,Loong Air,A320,Asia-Pacific
China,Lucky Air,A320,Asia-Pacific
Germany,Lufthansa,A320,Europe
Maldives,Maldivian,A320,Asia-Pacific
Malta,Malta Medair,A320,Europe
Libya,Medsky Airways,A320,Africa
"Iran, Islamic Republic Of",Meraj Air,A320,Middle East
Russian Federation,Meridian Air Company,A320,Europe
Lebanon,Middle East Airlines,A320,Middle East
Mongolia,Mongolian Airways International,A320,Asia-Pacific
Malaysia,Myairline,A320,Asia-Pacific
Myanmar,Myanmar Airways International,A320,Asia-Pacific
Nepal,Nepal Airlines,A320,Asia-Pacific
Egypt,Nesma Airlines,A320,Africa
Australia,Network Aviation Australia,A320,Asia-Pacific
Egypt,Nile Air,A320,Africa
Estonia,Nordica,A320,Europe
Tunisia,Nouvelair,A320,Africa
Greece,Olympus Airways,A320,Europe
Turkey,Onur Air,A320,Europe
Viet Nam,Pacific Airlines,A320,Asia-Pacific
Pakistan,Pakistan International Airlines,A320,Asia-Pacific
Philippines,Pal Express,A320,Asia-Pacific
Uzbekistan,Panorama Airways,A320,Europe
Philippines,Pan Pacific Airlines,A320,Asia-Pacific
Japan,Peach,A320,Asia-Pacific
Turkey,Pegasus Airlines,A320,Europe
Indonesia,Pelita Air Service,A320,Asia-Pacific
India,Pradhaan Air Express,A320,Asia-Pacific
Uzbekistan,Qanot Sharq,A320,Europe
Qatar,Qatar Airways,A320,Middle East
"Iran, Islamic Republic Of",Qeshm Air,A320,Middle East
China,Qingdao Airlines,A320,Asia-Pacific
Libya,Rahila Air,A320,Africa
Russian Federation,Red Wings Airlines,A320,Europe
Russian Federation,Rossiya Airlines,A320,Europe
Philippines,Royal Air Philippines,A320,Asia-Pacific
Brunei Darussalam,Royal Brunei Airlines,A320,Asia-Pacific
Jordan,Royal Jordanian,A320,Middle East
Russian Federation,S7 Airlines,A320,Europe
Afghanistan,Safi Airways,A320,Asia-Pacific
Sweden,Sas,A320,Europe
Saudi Arabia,Saudia,A320,Middle East
Singapore,Scoot,A320,Asia-Pacific
China,Shenzhen Airlines,A320,Asia-Pacific
China,Sichuan Airlines,A320,Asia-Pacific
Cambodia,Sky Angkor Airlines,A320,Asia-Pacific
Dominican Republic,Sky Cana,A320,Latin America & Caribbean
Greece,Sky Express,A320,Europe
Egypt,Sky Vision Airlines,A320,Africa
Latvia,Smartlynx Airlines,A320,Europe
Estonia,Smartlynx Airlines Estonia,A320,Europe
Malta,Smartlynx Airlines Malta,A320,Europe
Solomon Islands,Solomon Airlines,A320,Asia-Pacific
South Africa,South African Airways,A320,Africa
United States,Spirit Airlines,A320,North America
China,Spring Airlines,A320,Asia-Pacific
Sri Lanka,Srilankan Airlines,A320,Asia-Pacific
Romania,Star East Airlines,A320,Europe
Japan,Star Flyer,A320,Asia-Pacific
Gambia,Su Airlines,A320,Africa
Sudan,Sudan Airways,A320,Africa
Germany,Sundair,A320,Europe
Indonesia,Super Air Jet,A320,Asia-Pacific
Switzerland,Swiss,A320,Europe
Syrian Arab Republic,Syrianair,A320,Middle East
Portugal,Tap Air Portugal,A320,Europe
Thailand,Thai Smile,A320,Asia-Pacific
China,Tianjin Airlines,A320,Asia-Pacific
China,Tibet Airlines,A320,Asia-Pacific
"Taiwan, Republic Of China",Tigerair Taiwan,A320,Asia-Pacific
United Kingdom,Titan Airways,A320,Europe
Croatia,Trade Air,A320,Europe
Indonesia,Transnusa Air Services,A320,Asia-Pacific
Tunisia,Tunisair,A320,Africa
Turkey,Turkish Airlines,A320,Europe
Cyprus,Tus Airways,A320,Europe
Colombia,Ultra Air,A320,Latin America & Caribbean
United States,United Airlines,A320,North America
Russian Federation,Ural Airlines,A320,Europe
Uzbekistan,Uzbekistan Airways,A320,Europe
Viet Nam,Vietjet Air,A320,Asia-Pacific
Australia,Virgin Australia Regional Airlines,A320,Asia-Pacific
India,Vistara,A320,Asia-Pacific
Mexico,Viva Aerobus,A320,Latin America & Caribbean
Colombia,Viva Air Colombia,A320,Latin America & Caribbean
Mexico,Volaris,A320,Latin America & Caribbean
Spain,Volotea,A320,Europe
Spain,Vueling,A320,Europe
China,West Air,A320,Asia-Pacific
Portugal,White Airways,A320,Europe
Ukraine,Windrose Airlines,A320,Europe
Hungary,Wizz Air,A320,Europe
Russian Federation,Yamal Airlines,A320,Europe
Yemen,Yemenia,A320,Middle East
"Iran, Islamic Republic Of",Zagros Airlines,A320,Middle East
Ireland,Accipiter,A320neo,Europe
Greece,Aegean Airlines,A320neo,Europe
Netherlands,Aercap,A320neo,Europe
Ireland,Aer Lingus,A320neo,Europe
United Arab Emirates,Air Arabia,A320neo,Middle East
Malaysia,Airasia,A320neo,Asia-Pacific
New Caledonia,Aircalin,A320neo,Asia-Pacific
China,Air China,A320neo,Asia-Pacific
Cã”Te D'Ivoire,Air Cote D'Ivoire,A320neo,Africa
United States,Air Lease Corporation,A320neo,North America
New Zealand,Air New Zealand,A320neo,Asia-Pacific
Kuwait,Alafco,A320neo,Middle East
Japan,Ana Holdings,A320neo,Asia-Pacific
Ireland,Arctic Aviation Assets Dac,A320neo,Europe
Faroe Islands,Atlantic Airways,A320neo,Europe
Colombia,Avianca,A320neo,Latin America & Caribbean
United Kingdom,Avianca Group International Limited,A320neo,Europe
United States,Aviation Capital Group,A320neo,North America
Ireland,Avolon,A320neo,Europe
Brazil,Azul Finance Llc,A320neo,Latin America & Caribbean
Singapore,Boc Aviation,A320neo,Asia-Pacific
China,Bocomm Leasing,A320neo,Asia-Pacific
United Kingdom,British Airways,A320neo,Europe
China,Calc,A320neo,Asia-Pacific
China,Cdb Leasing,A320neo,Asia-Pacific
Philippines,Cebu Pacific,A320neo,Asia-Pacific
China,Chengdu Airlines,A320neo,Asia-Pacific
China,China Eastern Airlines,A320neo,Asia-Pacific
China,China Express Airlines (Huaxia Airlines),A320neo,Asia-Pacific
China,China Southern Airlines,A320neo,Asia-Pacific
Indonesia,Citilink,A320neo,Asia-Pacific
Ireland,Cit Leasing,A320neo,Europe
China,Cmb Financial Leasing,A320neo,Asia-Pacific
Germany,Condor,A320neo,Europe
United Arab Emirates,Dae Capital,A320neo,Middle East
Bhutan,Druk Air,A320neo,Asia-Pacific
United Kingdom,Easyjet,A320neo,Europe
Saudi Arabia,Flynas,A320neo,Middle East
United States,Frontier Airlines,A320neo,North America
Indonesia,Garuda Indonesia,A320neo,Asia-Pacific
India,Go First,A320neo,Asia-Pacific
Ireland,Goshawk Aviation,A320neo,Europe
Bahrain,Gulf Air,A320neo,Middle East
Spain,Iberia,A320neo,Europe
China,Icbc,A320neo,Asia-Pacific
India,Indigo,A320neo,Asia-Pacific
Mexico,Interjet,A320neo,Latin America & Caribbean
United Kingdom,International Airlines Group - Iag,A320neo,Europe
"Iran, Islamic Republic Of",Iran Air,A320neo,Middle East
Italy,Ita Airways,A320neo,Europe
Kuwait,Jazeera Airways,A320neo,Middle East
United Kingdom,Jet2.Plc,A320neo,Europe
Chile,Jetsmart,A320neo,Latin America & Caribbean
China,Juneyao Airlines,A320neo,Asia-Pacific
Kuwait,Kuwait Airways,A320neo,Middle East
Chile,Latam Airlines Group,A320neo,Latin America & Caribbean
Indonesia,Lion Air,A320neo,Asia-Pacific
China,Loong Air,A320neo,Asia-Pacific
Germany,Lufthansa,A320neo,Europe
Australia,Macquarie Financial Holdings Pty Limited,A320neo,Asia-Pacific
Malta,Malta Medair,A320neo,Europe
United States,Nas Aviation Services,A320neo,North America
Japan,Peach,A320neo,Asia-Pacific
Turkey,Pegasus Airlines,A320neo,Europe
Australia,Qantas Airways,A320neo,Asia-Pacific
China,Qingdao Airlines,A320neo,Asia-Pacific
Brunei Darussalam,Royal Brunei Airlines,A320neo,Asia-Pacific
Oman,Salam Air,A320neo,Middle East
Sweden,Sas,A320neo,Europe
Saudi Arabia,Saudia,A320neo,Middle East
Saudi Arabia,Saudigulf Airlines,A320neo,Middle East
Singapore,Scoot,A320neo,Asia-Pacific
China,Shenzhen Airlines,A320neo,Asia-Pacific
China,Sichuan Airlines,A320neo,Asia-Pacific
Greece,Sky Express,A320neo,Europe
Greece,Skyserv,A320neo,Europe
Ireland,Smbc Aviation Capital,A320neo,Europe
United States,Spirit Airlines,A320neo,North America
China,Spring Airlines,A320neo,Asia-Pacific
Switzerland,Swiss,A320neo,Europe
Portugal,Tap Air Portugal,A320neo,Europe
"Taiwan, Republic Of China",Tigerair Taiwan,A320neo,Asia-Pacific
Ireland,Timaero Ireland,A320neo,Europe
Tunisia,Tunisair,A320neo,Africa
Uzbekistan,Uzbekistan Airways,A320neo,Europe
India,Vistara,A320neo,Asia-Pacific
Mexico,Viva Aerobus,A320neo,Latin America & Caribbean
Colombia,Viva Air,A320neo,Latin America & Caribbean
Mexico,Volaris,A320neo,Latin America & Caribbean
Spain,Vueling,A320neo,Europe
Hungary,Wizz Air,A320neo,Europe
China,Xiamen Airlines,A320neo,Asia-Pacific
Yemen,Yemenia,A320neo,Middle East
Netherlands,Aercap,A320,Europe
Malaysia,Airasia,A320,Asia-Pacific
New Caledonia,Aircalin,A320,Asia-Pacific
China,Air China,A320,Asia-Pacific
Cã”Te D'Ivoire,Air Cote D'Ivoire,A320,Africa
United States,Air Lease Corporation,A320,North America
New Zealand,Air New Zealand,A320,Asia-Pacific
Kuwait,Alafco,A320,Middle East
Japan,Ana Holdings,A320,Asia-Pacific
Ireland,Arctic Aviation Assets Dac,A320,Europe
Colombia,Avianca,A320,Latin America & Caribbean
United States,Aviation Capital Group,A320,North America
Ireland,Avolon,A320,Europe
Singapore,Boc Aviation,A320,Asia-Pacific
China,Bocomm Leasing,A320,Asia-Pacific
United Kingdom,British Airways,A320,Europe
China,Calc,A320,Asia-Pacific
China,Cdb Leasing,A320,Asia-Pacific
Philippines,Cebu Pacific,A320,Asia-Pacific
China,Chengdu Airlines,A320,Asia-Pacific
China,China Eastern Airlines,A320,Asia-Pacific
China,China Express Airlines (Huaxia Airlines),A320,Asia-Pacific
China,China Southern Airlines,A320,Asia-Pacific
Ireland,Cit Leasing,A320,Europe
China,Cmb Financial Leasing,A320,Asia-Pacific
United Arab Emirates,Dae Capital,A320,Middle East
Bhutan,Druk Air,A320,Asia-Pacific
United Kingdom,Easyjet,A320,Europe
Saudi Arabia,Flynas,A320,Middle East
United States,Frontier Airlines,A320,North America
Indonesia,Garuda Indonesia,A320,Asia-Pacific
India,Go First,A320,Asia-Pacific
Bahrain,Gulf Air,A320,Middle East
Spain,Iberia,A320,Europe
China,Icbc,A320,Asia-Pacific
India,Indigo,A320,Asia-Pacific
Mexico,Interjet,A320,Latin America & Caribbean
Kuwait,Jazeera Airways,A320,Middle East
Chile,Jetsmart,A320,Latin America & Caribbean
China,Juneyao Airlines,A320,Asia-Pacific
Kuwait,Kuwait Airways,A320,Middle East
Chile,Latam Airlines Group,A320,Latin America & Caribbean
Indonesia,Lion Air,A320,Asia-Pacific
China,Loong Air,A320,Asia-Pacific
Germany,Lufthansa,A320,Europe
United States,Nas Aviation Services,A320,North America
Japan,Peach,A320,Asia-Pacific
Turkey,Pegasus Airlines,A320,Europe
China,Qingdao Airlines,A320,Asia-Pacific
Brunei Darussalam,Royal Brunei Airlines,A320,Asia-Pacific
Oman,Salam Air,A320,Middle East
Sweden,Sas,A320,Europe
Saudi Arabia,Saudia,A320,Middle East
Singapore,Scoot,A320,Asia-Pacific
China,Shenzhen Airlines,A320,Asia-Pacific
China,Sichuan Airlines,A320,Asia-Pacific
Greece,Sky Express,A320,Europe
Greece,Skyserv,A320,Europe
Ireland,Smbc Aviation Capital,A320,Europe
United States,Spirit Airlines,A320,North America
China,Spring Airlines,A320,Asia-Pacific
Switzerland,Swiss,A320,Europe
Portugal,Tap Air Portugal,A320,Europe
Tunisia,Tunisair,A320,Africa
India,Vistara,A320,Asia-Pacific
Mexico,Viva Aerobus,A320,Latin America & Caribbean
Colombia,Viva Air,A320,Latin America & Caribbean
Mexico,Volaris,A320,Latin America & Caribbean
Spain,Vueling,A320,Europe
Hungary,Wizz Air,A320,Europe
Greece,Aegean Airlines,A320,Europe
Ireland,Aer Lingus,A320,Europe
Russian Federation,Aeroflot Russian Airlines,A320,Europe
Malaysia,Airasia,A320,Asia-Pacific
Kazakhstan,Air Astana,A320,Europe
Egypt,Air Cairo,A320,Africa
New Caledonia,Aircalin,A320,Asia-Pacific
China,Air China,A320,Asia-Pacific
France,Air Corsica,A320,Europe
Cã”Te D'Ivoire,Air Cote D'Ivoire,A320,Africa
India,Air India,A320,Asia-Pacific
Macao,Air Macau,A320,Asia-Pacific
Malta,Air Malta,A320,Europe
New Zealand,Air New Zealand,A320,Asia-Pacific
Seychelles,Air Seychelles,A320,Africa
China,Air Travel,A320,Asia-Pacific
India,Aix Connect,A320,Asia-Pacific
Japan,All Nippon Airways,A320,Asia-Pacific
Faroe Islands,Atlantic Airways,A320,Europe
Austria,Austrian Airlines,A320,Europe
Colombia,Avianca,A320,Latin America & Caribbean
El Salvador,Avianca El Salvador,A320,Latin America & Caribbean
Azerbaijan,Azerbaijan Airlines,A320,Europe
Brazil,Azul,A320,Latin America & Caribbean
Viet Nam,Bamboo Airways,A320,Asia-Pacific
Indonesia,Batik Air,A320,Asia-Pacific
China,Beijing Capital Airlines,A320,Asia-Pacific
United Kingdom,British Airways,A320,Europe
Philippines,Cebu Pacific,A320,Asia-Pacific
China,Chengdu Airlines,A320,Asia-Pacific
China,China Eastern Airlines,A320,Asia-Pacific
China,China Express Airlines (Huaxia Airlines),A320,Asia-Pacific
China,China Southern Airlines,A320,Asia-Pacific
China,Chongqing Airlines,A320,Asia-Pacific
Indonesia,Citilink,A320,Asia-Pacific
China,Colorful Guizhou Airlines,A320,Asia-Pacific
Bhutan,Druk Air,A320,Asia-Pacific
United Kingdom,Easyjet,A320,Europe
Egypt,Egyptair,A320,Africa
Germany,Eurowings,A320,Europe
Saudi Arabia,Flyadeal,A320,Middle East
Saudi Arabia,Flynas,A320,Middle East
United States,Frontier Airlines,A320,North America
India,Go First,A320,Asia-Pacific
China,Guangxi Beibu Gulf Airlines,A320,Asia-Pacific
Bahrain,Gulf Air,A320,Middle East
Hong Kong,Hk Express,A320,Asia-Pacific
Spain,Iberia,A320,Europe
India,Indigo,A320,Asia-Pacific
Italy,Ita Airways,A320,Europe
Kuwait,Jazeera Airways,A320,Middle East
India,Jet Airways,A320,Asia-Pacific
Chile,Jetsmart,A320,Latin America & Caribbean
China,Juneyao Airlines,A320,Asia-Pacific
Kuwait,Kuwait Airways,A320,Middle East
Brazil,Latam Airlines Brasil,A320,Latin America & Caribbean
Chile,Latam Airlines Group,A320,Latin America & Caribbean
China,Loong Air,A320,Asia-Pacific
China,Lucky Air,A320,Asia-Pacific
Germany,Lufthansa,A320,Europe
Germany,Lufthansa Cityline,A320,Europe
Japan,Peach,A320,Asia-Pacific
