Country,Airlines,Model Series,Region
Turkey,Pegasus Airlines,A320,Europe
Iceland,Play,A320,Europe
China,Qingdao Airlines,A320,Asia-Pacific
Brunei Darussalam,Royal Brunei Airlines,A320,Asia-Pacific
Russian Federation,S7 Airlines,A320,Europe
Oman,Salam Air,A320,Middle East
Sweden,Sas,A320,Europe
Singapore,Scoot,A320,Asia-Pacific
China,Shenzhen Airlines,A320,Asia-Pacific
China,Sichuan Airlines,A320,Asia-Pacific
Chile,Sky Airline,A320,Latin America & Caribbean
Greece,Sky Express,A320,Europe
United States,Spirit Airlines,A320,North America
China,Spring Airlines,A320,Asia-Pacific
Sri Lanka,Srilankan Airlines,A320,Asia-Pacific
Switzerland,Swiss,A320,Europe
Portugal,Tap Air Portugal,A320,Europe
China,Tianjin Airlines,A320,Asia-Pacific
"Taiwan, Republic Of China",Tigerair Taiwan,A320,Asia-Pacific
Indonesia,Transnusa Air Services,A320,Asia-Pacific
Tunisia,Tunisair,A320,Africa
Turkey,Turkish Airlines,A320,Europe
Russian Federation,Ural Airlines,A320,Europe
Uzbekistan,Uzbekistan Airways,A320,Europe
India,Vistara,A320,Asia-Pacific
Mexico,Viva Aerobus,A320,Latin America & Caribbean
Colombia,Viva Air Colombia,A320,Latin America & Caribbean
Mexico,Volaris,A320,Latin America & Caribbean
Spain,Vueling,A320,Europe
China,West Air,A320,Asia-Pacific
Hungary,Wizz Air,A320,Europe
Netherlands,Aercap,A321ceo,Europe
Ireland,Aer Lingus,A321ceo,Europe
Russian Federation,Aeroflot Russian Airlines,A321ceo,Europe
Germany,Aero Lloyd,A321ceo,Europe
United Arab Emirates,Aerospace Trading Holding Limited,A321ceo,Middle East
Ireland,Aerventure,A321ceo,Europe
Kazakhstan,Air Astana,A321ceo,Europe
Germany,Air Berlin,A321ceo,Europe
Canada,Air Canada,A321ceo,North America
China,Air China,A321ceo,Asia-Pacific
France,Air France,A321ceo,Europe
France,Air Inter,A321ceo,Europe
United States,Air Lease Corporation,A321ceo,North America
Macao,Air Macau,A321ceo,Asia-Pacific
Italy,Alitalia,A321ceo,Europe
Japan,All Nippon Airways,A321ceo,Asia-Pacific
Switzerland,Alphastream,A321ceo,Europe
United States,American Airlines,A321ceo,North America
Japan,Ana Holdings,A321ceo,Asia-Pacific
"Korea, Republic Of",Asiana Airlines,A321ceo,Asia-Pacific
Austria,Austrian Airlines,A321ceo,Europe
El Salvador,Avianca El Salvador,A321ceo,Latin America & Caribbean
United Kingdom,Avianca Group International Limited,A321ceo,Europe
United States,Aviation Capital Group,A321ceo,North America
Ireland,Avolon,A321ceo,Europe
Ireland,Awas,A321ceo,Europe
United Kingdom,Bmed,A321ceo,Europe
United Kingdom,Bmi,A321ceo,Europe
Singapore,Boc Aviation,A321ceo,Asia-Pacific
China,Bocomm Leasing,A321ceo,Asia-Pacific
United States,Boullioun,A321ceo,North America
United Kingdom,British Airways,A321ceo,Europe
China,Calc,A321ceo,Asia-Pacific
Hong Kong,Cathay Dragon,A321ceo,Asia-Pacific
China,Cdb Leasing,A321ceo,Asia-Pacific
Philippines,Cebu Pacific,A321ceo,Asia-Pacific
China,China Eastern Airlines,A321ceo,Asia-Pacific
China,China Northern Airlines,A321ceo,Asia-Pacific
China,China Southern Airlines,A321ceo,Asia-Pacific
Ireland,Cit Leasing,A321ceo,Europe
China,Cmb Financial Leasing,A321ceo,Asia-Pacific
United States,Delta Air Lines,A321ceo,North America
Egypt,Egyptair,A321ceo,Africa
United Arab Emirates,Etihad Airways,A321ceo,Middle East
Finland,Finnair,A321ceo,Europe
Switzerland,Flightlease,A321ceo,Europe
United States,Frontier Airlines,A321ceo,North America
United Kingdom,Gb Airways,A321ceo,Europe
Germany,Germania,A321ceo,Europe
Singapore,Global Aircraft Trading,A321ceo,Asia-Pacific
Bahrain,Gulf Air,A321ceo,Middle East
Spain,Iberia,A321ceo,Europe
China,Icbc,A321ceo,Asia-Pacific
United States,Ilfc,A321ceo,North America
United Arab Emirates,International Aviation Investments Trading L,A321ceo,Middle East
"Iran, Islamic Republic Of",Iran Air,A321ceo,Middle East
United States,Jetblue Airways,A321ceo,North America
China,Juneyao Airlines,A321ceo,Asia-Pacific
India,Kingfisher Airlines,A321ceo,Asia-Pacific
Brazil,Latam Airlines Brasil,A321ceo,Latin America & Caribbean
Chile,Latam Airlines Group,A321ceo,Latin America & Caribbean
United Kingdom,Leisure International Airways,A321ceo,Europe
Germany,Ltu,A321ceo,Europe
Germany,Lufthansa,A321ceo,Europe
United States,Macquarie Aircraft Leasing Ltd,A321ceo,North America
Lebanon,Middle East Airlines,A321ceo,Middle East
United Kingdom,Monarch Airlines,A321ceo,Europe
United Kingdom,Mytravel Airways,A321ceo,Europe
India,Nacil - Indian Airlines,A321ceo,Asia-Pacific
United States,Nas Aviation Services,A321ceo,North America
Austria,Niki,A321ceo,Europe
Turkey,Onur Air,A321ceo,Europe
Philippines,Philippine Airlines,A321ceo,Asia-Pacific
Australia,Qantas Airways,A321ceo,Asia-Pacific
Qatar,Qatar Airways,A321ceo,Middle East
Morocco,Royal Air Maroc,A321ceo,Africa
Belgium,Sabena,A321ceo,Europe
Sweden,Sas,A321ceo,Europe
Saudi Arabia,Saudia,A321ceo,Middle East
China,Shanghai Airlines,A321ceo,Asia-Pacific
China,Sichuan Airlines,A321ceo,Asia-Pacific
Ireland,Smbc Aviation Capital,A321ceo,Europe
Spain,Spanair,A321ceo,Europe
United States,Spirit Airlines,A321ceo,North America
Denmark,Sunclass Airlines,A321ceo,Europe
Switzerland,Swiss,A321ceo,Europe
Switzerland,Swissair,A321ceo,Europe
Portugal,Tap Air Portugal,A321ceo,Europe
"Taiwan, Republic Of China",Transasia Airways,A321ceo,Asia-Pacific
Turkey,Turkish Airlines,A321ceo,Europe
United States,Us Airways,A321ceo,North America
Russian Federation,Utair Aviation,A321ceo,Europe
Viet Nam,Vietjet Air,A321ceo,Asia-Pacific
Viet Nam,Vietnam Aircraft Leasing Company,A321ceo,Asia-Pacific
Viet Nam,Vietnam Airlines,A321ceo,Asia-Pacific
Spain,Vueling,A321ceo,Europe
Hungary,Wizz Air,A321ceo,Europe
Iceland,Wow Air,A321ceo,Europe
Netherlands,Aercap,A321,Europe
Ireland,Aer Lingus,A321,Europe
Russian Federation,Aeroflot Russian Airlines,A321,Europe
Germany,Aero Lloyd,A321,Europe
United Arab Emirates,Aerospace Trading Holding Limited,A321,Middle East
Ireland,Aerventure,A321,Europe
Kazakhstan,Air Astana,A321,Europe
Germany,Air Berlin,A321,Europe
Canada,Air Canada,A321,North America
China,Air China,A321,Asia-Pacific
France,Air France,A321,Europe
France,Air Inter,A321,Europe
United States,Air Lease Corporation,A321,North America
Macao,Air Macau,A321,Asia-Pacific
Italy,Alitalia,A321,Europe
Japan,All Nippon Airways,A321,Asia-Pacific
Switzerland,Alphastream,A321,Europe
United States,American Airlines,A321,North America
Japan,Ana Holdings,A321,Asia-Pacific
"Korea, Republic Of",Asiana Airlines,A321,Asia-Pacific
Austria,Austrian Airlines,A321,Europe
El Salvador,Avianca El Salvador,A321,Latin America & Caribbean
United Kingdom,Avianca Group International Limited,A321,Europe
United States,Aviation Capital Group,A321,North America
Ireland,Avolon,A321,Europe
Ireland,Awas,A321,Europe
United Kingdom,Bmed,A321,Europe
United Kingdom,Bmi,A321,Europe
Singapore,Boc Aviation,A321,Asia-Pacific
China,Bocomm Leasing,A321,Asia-Pacific
United States,Boullioun,A321,North America
United Kingdom,British Airways,A321,Europe
China,Calc,A321,Asia-Pacific
Hong Kong,Cathay Dragon,A321,Asia-Pacific
China,Cdb Leasing,A321,Asia-Pacific
Philippines,Cebu Pacific,A321,Asia-Pacific
China,China Eastern Airlines,A321,Asia-Pacific
China,China Northern Airlines,A321,Asia-Pacific
China,China Southern Airlines,A321,Asia-Pacific
Ireland,Cit Leasing,A321,Europe
China,Cmb Financial Leasing,A321,Asia-Pacific
United States,Delta Air Lines,A321,North America
Egypt,Egyptair,A321,Africa
United Arab Emirates,Etihad Airways,A321,Middle East
Finland,Finnair,A321,Europe
Switzerland,Flightlease,A321,Europe
United States,Frontier Airlines,A321,North America
United Kingdom,Gb Airways,A321,Europe
Germany,Germania,A321,Europe
Singapore,Global Aircraft Trading,A321,Asia-Pacific
Bahrain,Gulf Air,A321,Middle East
Spain,Iberia,A321,Europe
China,Icbc,A321,Asia-Pacific
United States,Ilfc,A321,North America
United Arab Emirates,International Aviation Investments Trading L,A321,Middle East
"Iran, Islamic Republic Of",Iran Air,A321,Middle East
United States,Jetblue Airways,A321,North America
China,Juneyao Airlines,A321,Asia-Pacific
India,Kingfisher Airlines,A321,Asia-Pacific
Brazil,Latam Airlines Brasil,A321,Latin America & Caribbean
Chile,Latam Airlines Group,A321,Latin America & Caribbean
United Kingdom,Leisure International Airways,A321,Europe
Germany,Ltu,A321,Europe
Germany,Lufthansa,A321,Europe
United States,Macquarie Aircraft Leasing Ltd,A321,North America
Lebanon,Middle East Airlines,A321,Middle East
United Kingdom,Monarch Airlines,A321,Europe
United Kingdom,Mytravel Airways,A321,Europe
India,Nacil - Indian Airlines,A321,Asia-Pacific
United States,Nas Aviation Services,A321,North America
Austria,Niki,A321,Europe
Turkey,Onur Air,A321,Europe
Philippines,Philippine Airlines,A321,Asia-Pacific
Australia,Qantas Airways,A321,Asia-Pacific
Qatar,Qatar Airways,A321,Middle East
Morocco,Royal Air Maroc,A321,Africa
Belgium,Sabena,A321,Europe
Sweden,Sas,A321,Europe
Saudi Arabia,Saudia,A321,Middle East
China,Shanghai Airlines,A321,Asia-Pacific
China,Sichuan Airlines,A321,Asia-Pacific
Ireland,Smbc Aviation Capital,A321,Europe
Spain,Spanair,A321,Europe
United States,Spirit Airlines,A321,North America
Denmark,Sunclass Airlines,A321,Europe
Switzerland,Swiss,A321,Europe
Switzerland,Swissair,A321,Europe
Portugal,Tap Air Portugal,A321,Europe
"Taiwan, Republic Of China",Transasia Airways,A321,Asia-Pacific
Turkey,Turkish Airlines,A321,Europe
United States,Us Airways,A321,North America
Russian Federation,Utair Aviation,A321,Europe
Viet Nam,Vietjet Air,A321,Asia-Pacific
Viet Nam,Vietnam Aircraft Leasing Company,A321,Asia-Pacific
Viet Nam,Vietnam Airlines,A321,Asia-Pacific
Spain,Vueling,A321,Europe
Hungary,Wizz Air,A321,Europe
Iceland,Wow Air,A321,Europe
Greece,Aegean Airlines,A321,Europe
Russian Federation,Aeroflot Russian Airlines,A321,Europe
"Germany	",Aerro Direkt,A321,Europe
United Arab Emirates,Air Arabia,A321,Middle East
Malaysia,Airasia,A321,Asia-Pacific
Kazakhstan,Air Astana,A321,Europe
Pakistan,Airblue,A321,Asia-Pacific
"Korea, Republic Of",Air Busan,A321,Asia-Pacific
Canada,Air Canada,A321,North America
China,Air China,A321,Asia-Pacific
France,Air France,A321,Europe
India,Air India,A321,Asia-Pacific
Macao,Air Macau,A321,Asia-Pacific
Moldova,Air Moldova,A321,Europe
Senegal,Air Senegal,A321,Africa
"Korea, Republic Of",Air Seoul,A321,Asia-Pacific
Canada,Air Transat,A321,North America
China,Air Travel,A321,Asia-Pacific
Japan,All Nippon Airways,A321,Asia-Pacific
Egypt,Almasria Universal Airlines,A321,Africa
United States,American Airlines,A321,North America
Armenia,Armenian Airlines,A321,Europe
Aruba,Aruba Airlines,A321,Latin America & Caribbean
"Korea, Republic Of",Asiana Airlines,A321,Asia-Pacific
Ireland,Asl Airlines,A321,Europe
Austria,Austrian Airlines,A321,Europe
El Salvador,Avianca El Salvador,A321,Latin America & Caribbean
Malta,Avion Express Malta,A321,Europe
Viet Nam,Bamboo Airways,A321,Asia-Pacific
Turkey,Bbn Airlines,A321,Europe
China,Beijing Capital Airlines,A321,Asia-Pacific
Kazakhstan,Berkut,A321,Europe
United Kingdom,British Airways,A321,Europe
Cambodia,Cambodia Angkor Air,A321,Asia-Pacific
Hong Kong,Cathay Pacific,A321,Asia-Pacific
Philippines,Cebu Pacific,A321,Asia-Pacific
China,China Eastern Airlines,A321,Asia-Pacific
China,China Southern Airlines,A321,Asia-Pacific
Germany,Condor,A321,Europe
Lithuania,Dat Lt,A321,Europe
United States,Delta Air Lines,A321,North America
Egypt,Egyptair,A321,Africa
United Arab Emirates,Etihad Airways,A321,Middle East
Germany,Eurowings,A321,Europe
"Taiwan, Republic Of China",Eva Air,A321,Asia-Pacific
Australia,Express Freighters Australia,A321,Asia-Pacific
Finland,Finnair,A321,Europe
Bulgaria,Fly2Sky,A321,Europe
"Congo, The Democratic Republic",Flycaa Compagnie Africaine D'Aviation,A321,Africa
United States,Frontier Airlines,A321,North America
United States,Global Crossing Airlines,A321,North America
Bahrain,Gulf Air,A321,Middle East
Hong Kong,Hk Express,A321,Asia-Pacific
Bulgaria,Holiday Europe,A321,Europe
Spain,Iberia,A321,Europe
Spain,Iberia Express,A321,Europe
India,Indigo,A321,Asia-Pacific
"Iran, Islamic Republic Of",Iran Air,A321,Middle East
Iraq,Iraqi Airways,A321,Middle East
United Kingdom,Jet2.Com,A321,Europe
United States,Jetblue Airways,A321,North America
Australia,Jetstar Airways,A321,Asia-Pacific
China,Juneyao Airlines,A321,Asia-Pacific
"Iran, Islamic Republic Of",Kish Air,A321,Middle East
Cambodia,Lanmei Airlines,A321,Asia-Pacific
Chile,Latam Airlines Group,A321,Latin America & Caribbean
China,Longjiang Airlines,A321,Asia-Pacific
Germany,Lufthansa,A321,Europe
Germany,Lufthansa Cityline,A321,Europe
"Iran, Islamic Republic Of",Mahan Air,A321,Middle East
Maldives,Maldivian,A321,Asia-Pacific
"Iran, Islamic Republic Of",Meraj Air,A321,Middle East
Egypt,Nile Air,A321,Africa
Russian Federation,Nordwind Airlines,A321,Europe
Turkey,Onur Air,A321,Europe
Philippines,Pal Express,A321,Asia-Pacific
Philippines,Philippine Airlines,A321,Asia-Pacific
Spain,Privilege Style,A321,Europe
Qatar,Qatar Airways,A321,Middle East
Russian Federation,Red Wings Airlines,A321,Europe
Jordan,Royal Jordanian,A321,Middle East
Russian Federation,S7 Airlines,A321,Europe
Oman,Salam Air,A321,Middle East
Sweden,Sas,A321,Europe
Saudi Arabia,Saudia,A321,Middle East
China,Sichuan Airlines,A321,Asia-Pacific
Cambodia,Sky Angkor Airlines,A321,Asia-Pacific
Latvia,Smartlynx Airlines,A321,Europe
Malta,Smartlynx Airlines Malta,A321,Europe
Turkey,Southwind Airlines,A321,Europe
United States,Spirit Airlines,A321,North America
Portugal,Springjet,A321,Europe
Sri Lanka,Srilankan Airlines,A321,Asia-Pacific
Denmark,Sunclass Airlines,A321,Europe
Switzerland,Swiss,A321,Europe
Portugal,Tap Air Portugal,A321,Europe
China,Tianjin Airlines,A321,Asia-Pacific
United Kingdom,Titan Airways,A321,Europe
Turkey,Turkish Airlines,A321,Europe
Russian Federation,Ural Airlines,A321,Europe
Viet Nam,Vietjet Air,A321,Asia-Pacific
Viet Nam,Vietnam Airlines,A321,Asia-Pacific
Viet Nam,Vietravel Airlines,A321,Asia-Pacific
Mexico,Viva Aerobus,A321,Latin America & Caribbean
Mexico,Volaris,A321,Latin America & Caribbean
Spain,Vueling,A321,Europe
China,West Air,A321,Asia-Pacific
Ukraine,Windrose Airlines,A321,Europe
Hungary,Wizz Air,A321,Europe
Russian Federation,Yamal Airlines,A321,Europe
"Iran, Islamic Republic Of",Zagros Airlines,A321,Middle East
Iraq,Zagrosjet,A321,Middle East
Ireland,Accipiter,A321neo,Europe
Greece,Aegean Airlines,A321neo,Europe
Netherlands,Aercap,A321neo,Europe
Ireland,Aer Lingus,A321neo,Europe
United Arab Emirates,Air Arabia,A321neo,Middle East
Malaysia,Airasia,A321neo,Asia-Pacific
Malaysia,Airasia X,A321neo,Asia-Pacific
Canada,Air Canada,A321neo,North America
China,Air China,A321neo,Asia-Pacific
United States,Air Lease Corporation,A321neo,North America
New Zealand,Air New Zealand,A321neo,Asia-Pacific
United States,American Airlines,A321neo,North America
Japan,Ana Holdings,A321neo,Asia-Pacific
Israel,Arkia,A321neo,Middle East
"Korea, Republic Of",Asiana Airlines,A321neo,Asia-Pacific
Colombia,Avianca,A321neo,Latin America & Caribbean
United States,Aviation Capital Group,A321neo,North America
Ireland,Avolon,A321neo,Europe
Brazil,Azul Finance Llc,A321neo,Latin America & Caribbean
Singapore,Boc Aviation,A321neo,Asia-Pacific
China,Bocomm Leasing,A321neo,Asia-Pacific
United Kingdom,British Airways,A321neo,Europe
China,Calc,A321neo,Asia-Pacific
Hong Kong,Cathay Pacific Aircraft Services Limited,A321neo,Asia-Pacific
China,Cdb Leasing,A321neo,Asia-Pacific
Philippines,Cebu Pacific,A321neo,Asia-Pacific
"Taiwan, Republic Of China",China Airlines,A321neo,Asia-Pacific
China,China Eastern Airlines,A321neo,Asia-Pacific
China,China Southern Airlines,A321neo,Asia-Pacific
Ireland,Cit Leasing,A321neo,Europe
China,Cmb Financial Leasing,A321neo,Asia-Pacific
Germany,Condor,A321neo,Europe
United States,Delta Air Lines,A321neo,North America
United Kingdom,Easyjet,A321neo,Europe
United Arab Emirates,Etihad Airways,A321neo,Middle East
Saudi Arabia,Flynas,A321neo,Middle East
United States,Frontier Airlines,A321neo,North America
Ireland,Goshawk Aviation,A321neo,Europe
Bahrain,Gulf Air,A321neo,Middle East
United States,Hawaiian Airlines,A321neo,North America
Spain,Iberia,A321neo,Europe
China,Icbc,A321neo,Asia-Pacific
India,Indigo,A321neo,Asia-Pacific
United Kingdom,International Airlines Group - Iag,A321neo,Europe
Kuwait,Jazeera Airways,A321neo,Middle East
United Kingdom,Jet2.Plc,A321neo,Europe
United States,Jetblue Airways,A321neo,North America
Chile,Jetsmart,A321neo,Latin America & Caribbean
China,Juneyao Airlines,A321neo,Asia-Pacific
"Korea, Republic Of",Korean Air,A321neo,Asia-Pacific
Kuwait,Kuwait Airways,A321neo,Middle East
Chile,Latam Airlines Group,A321neo,Latin America & Caribbean
Indonesia,Lion Air,A321neo,Asia-Pacific
Germany,Lufthansa,A321neo,Europe
Lebanon,Middle East Airlines,A321neo,Middle East
United States,Nas Aviation Services,A321neo,North America
Egypt,Nile Air,A321neo,Africa
Japan,Peach,A321neo,Asia-Pacific
Turkey,Pegasus Airlines,A321neo,Europe
Philippines,Philippine Airlines,A321neo,Asia-Pacific
Australia,Qantas Airways,A321neo,Asia-Pacific
China,Qingdao Airlines,A321neo,Asia-Pacific
Saudi Arabia,Saudia,A321neo,Middle East
Singapore,Scoot,A321neo,Asia-Pacific
China,Shenzhen Airlines,A321neo,Asia-Pacific
China,Sichuan Airlines,A321neo,Asia-Pacific
Chile,Sky Airline,A321neo,Latin America & Caribbean
Ireland,Smbc Aviation Capital,A321neo,Europe
United States,Spirit Airlines,A321neo,North America
China,Spring Airlines,A321neo,Asia-Pacific
Switzerland,Swiss,A321neo,Europe
Portugal,Tap Air Portugal,A321neo,Europe
Turkey,Turkish Airlines,A321neo,Europe
United States,United Airlines,A321neo,North America
Uzbekistan,Uzbekistan Airways,A321neo,Europe
Viet Nam,Vietjet Air,A321neo,Asia-Pacific
Mexico,Viva Aerobus,A321neo,Latin America & Caribbean
Mexico,Volaris,A321neo,Latin America & Caribbean
Spain,Vueling,A321neo,Europe
Hungary,Wizz Air,A321neo,Europe
China,Xiamen Airlines,A321neo,Asia-Pacific
Greece,Aegean Airlines,A321,Europe
Netherlands,Aercap,A321,Europe
Malaysia,Airasia,A321,Asia-Pacific
China,Air China,A321,Asia-Pacific
United States,Air Lease Corporation,A321,North America
New Zealand,Air New Zealand,A321,Asia-Pacific
United States,American Airlines,A321,North America
Japan,Ana Holdings,A321,Asia-Pacific
Israel,Arkia,A321,Middle East
"Korea, Republic Of",Asiana Airlines,A321,Asia-Pacific
Colombia,Avianca,A321,Latin America & Caribbean
United States,Aviation Capital Group,A321,North America
Ireland,Avolon,A321,Europe
Singapore,Boc Aviation,A321,Asia-Pacific
China,Bocomm Leasing,A321,Asia-Pacific
United Kingdom,British Airways,A321,Europe
China,Calc,A321,Asia-Pacific
Hong Kong,Cathay Pacific Aircraft Services Limited,A321,Asia-Pacific
China,Cdb Leasing,A321,Asia-Pacific
Philippines,Cebu Pacific,A321,Asia-Pacific
China,China Southern Airlines,A321,Asia-Pacific
Ireland,Cit Leasing,A321,Europe
China,Cmb Financial Leasing,A321,Asia-Pacific
United States,Delta Air Lines,A321,North America
United Kingdom,Easyjet,A321,Europe
United States,Frontier Airlines,A321,North America
Bahrain,Gulf Air,A321,Middle East
United States,Hawaiian Airlines,A321,North America
Spain,Iberia,A321,Europe
China,Icbc,A321,Asia-Pacific
India,Indigo,A321,Asia-Pacific
United States,Jetblue Airways,A321,North America
China,Juneyao Airlines,A321,Asia-Pacific
"Korea, Republic Of",Korean Air,A321,Asia-Pacific
Germany,Lufthansa,A321,Europe
Lebanon,Middle East Airlines,A321,Middle East
United States,Nas Aviation Services,A321,North America
Japan,Peach,A321,Asia-Pacific
Turkey,Pegasus Airlines,A321,Europe
Philippines,Philippine Airlines,A321,Asia-Pacific
Australia,Qantas Airways,A321,Asia-Pacific
China,Qingdao Airlines,A321,Asia-Pacific
China,Sichuan Airlines,A321,Asia-Pacific
Ireland,Smbc Aviation Capital,A321,Europe
China,Spring Airlines,A321,Asia-Pacific
Switzerland,Swiss,A321,Europe
Portugal,Tap Air Portugal,A321,Europe
Turkey,Turkish Airlines,A321,Europe
Viet Nam,Vietjet Air,A321,Asia-Pacific
Mexico,Viva Aerobus,A321,Latin America & Caribbean
Mexico,Volaris,A321,Latin America & Caribbean
Spain,Vueling,A321,Europe
Hungary,Wizz Air,A321,Europe
Greece,Aegean Airlines,A321,Europe
Ireland,Aer Lingus,A321,Europe
United Kingdom,Aer Lingus Uk,A321,Europe
Russian Federation,Aeroflot Russian Airlines,A321,Europe
United Arab Emirates,Air Arabia,A321,Middle East
Malaysia,Airasia,A321,Asia-Pacific
Kazakhstan,Air Astana,A321,Europe
Pakistan,Airblue,A321,Asia-Pacific
"Korea, Republic Of",Air Busan,A321,Asia-Pacific
China,Air China,A321,Asia-Pacific
Macao,Air Macau,A321,Asia-Pacific
New Zealand,Air New Zealand,A321,Asia-Pacific
Canada,Air Transat,A321,North America
United States,Alaska Airlines,A321,North America
Japan,All Nippon Airways,A321,Asia-Pacific
United States,American Airlines,A321,North America
Israel,Arkia,A321,Middle East
"Korea, Republic Of",Asiana Airlines,A321,Asia-Pacific
Portugal,Azores Airlines,A321,Europe
Brazil,Azul,A321,Latin America & Caribbean
Viet Nam,Bamboo Airways,A321,Asia-Pacific
China,Beijing Capital Airlines,A321,Asia-Pacific
United Kingdom,British Airways,A321,Europe
Hong Kong,Cathay Pacific,A321,Asia-Pacific
Philippines,Cebu Pacific,A321,Asia-Pacific
"Taiwan, Republic Of China",China Airlines,A321,Asia-Pacific
China,China Southern Airlines,A321,Asia-Pacific
China,Chongqing Airlines,A321,Asia-Pacific
United States,Delta Air Lines,A321,North America
United Kingdom,Easyjet,A321,Europe
United States,Frontier Airlines,A321,North America
Bahrain,Gulf Air,A321,Middle East
United States,Hawaiian Airlines,A321,North America
Spain,Iberia Express,A321,Europe
India,Indigo,A321,Asia-Pacific
United States,Jetblue Airways,A321,North America
Chile,Jetsmart,A321,Latin America & Caribbean
Australia,Jetstar Airways,A321,Asia-Pacific
Japan,Jetstar Japan,A321,Asia-Pacific
China,Juneyao Airlines,A321,Asia-Pacific
"Korea, Republic Of",Korean Air,A321,Asia-Pacific
France,La Compagnie,A321,Europe
China,Loong Air,A321,Asia-Pacific
Germany,Lufthansa,A321,Europe
Lebanon,Middle East Airlines,A321,Middle East
Russian Federation,Nordwind Airlines,A321,Europe
Sweden,Novair,A321,Europe
Japan,Peach,A321,Asia-Pacific
Turkey,Pegasus Airlines,A321,Europe
Philippines,Philippine Airlines,A321,Asia-Pacific
Iceland,Play,A321,Europe
Uzbekistan,Qanot Sharq,A321,Europe
China,Qingdao Airlines,A321,Asia-Pacific
Russian Federation,S7 Airlines,A321,Europe
Oman,Salam Air,A321,Middle East
Sweden,Sas,A321,Europe
Singapore,Scoot,A321,Asia-Pacific
China,Shenzhen Airlines,A321,Asia-Pacific
China,Sichuan Airlines,A321,Asia-Pacific
Chile,Sky Airline,A321,Latin America & Caribbean
Turkey,Southwind Airlines,A321,Europe
China,Spring Airlines,A321,Asia-Pacific
Sri Lanka,Srilankan Airlines,A321,Asia-Pacific
"Taiwan, Republic Of China",Starlux Airlines,A321,Asia-Pacific
Switzerland,Swiss,A321,Europe
Portugal,Tap Air Portugal,A321,Europe
United Kingdom,Titan Airways,A321,Europe
Turkey,Turkish Airlines,A321,Europe
Russian Federation,Ural Airlines,A321,Europe
Uzbekistan,Uzbekistan Airways,A321,Europe
Viet Nam,Vietjet Air,A321,Asia-Pacific
Viet Nam,Vietnam Airlines,A321,Asia-Pacific
India,Vistara,A321,Asia-Pacific
Mexico,Viva Aerobus,A321,Latin America & Caribbean
Mexico,Volaris,A321,Latin America & Caribbean
Spain,Vueling,A321,Europe
Hungary,Wizz Air,A321,Europe
United Arab Emirates,Wizz Air Abu Dhabi,A321,Middle East
China,Xiamen Airlines,A321,Asia-Pacific
